BookID,Title,Author,Genre,Price,PublishDate,CopiesAvailable
389,The Boring Saga,John Williams,Non-Fiction,36.34,02-25-62,19
390,The Amazing Adventure,Sarah Jones,Fantasy,39.29,05-03-07,20
391,The Boring Saga,Bob Smith,Non-Fiction,33.9,10-05-83,6
392,The Mysterious Saga,Bob Johnson,Non-Fiction,42.6,03-07-81,20
393,The Amazing Story,David Smith,Mystery,40.71,05-01-21,8
394,The Intriguing Story,Emily Miller,Fantasy,38.42,07-11-26,11
395,The Amazing Adventure,John Johnson,Science Fiction,22.52,03-24-76,3
396,The Boring Story,David Johnson,Science Fiction,46.89,11-09-03,7
397,The Fascinating Story,David Williams,Mystery,10.93,05-08-15,7
398,The Amazing Tale,Sarah Miller,Mystery,7.26,10-22-94,15
399,The Amazing Adventure,Michael Brown,Science Fiction,42.53,07-15-68,3
400,The Wonderful Journey,Bob Garcia,Mystery,43.59,06-03-85,2
401,The Amazing Journey,Michael Brown,Non-Fiction,31.58,08-09-06,7
402,The Mysterious Mystery,Michael Jones,Mystery,11.41,07-30-74,1
403,The Boring Tale,Bob Brown,History,29.25,08-13-68,16
404,The Intriguing Mystery,Michael Garcia,Fiction,40.2,12-10-21,18
405,The Amazing Tale,Bob Miller,Science Fiction,16.57,05-30-39,9
406,The Fascinating Tale,Bob Johnson,Fiction,48.96,08-31-94,18
407,The Mysterious Saga,Jane Jones,Mystery,29.12,04-16-60,3
408,The Fascinating Journey,John Williams,Mystery,49.16,08-27-74,8
409,The Fascinating Tale,Michael Davis,Fiction,6.29,02-23-61,14
410,The Boring Journey,Alice Davis,Fiction,39.93,12-24-73,6
411,The Wonderful Saga,John Smith,Fantasy,49.49,05-01-40,15
412,The Mysterious Story,Bob Jones,History,29.89,09-23-82,8
413,The Boring Journey,John Jones,History,46.96,06-23-96,9
414,The Fascinating Tale,John Miller,Fantasy,36.5,09-23-47,6
415,The Amazing Journey,David Williams,Science Fiction,16.85,05-15-68,8
416,The Boring Saga,Sarah Jones,Fiction,25.15,09-01-67,13
417,The Mysterious Adventure,Michael Smith,Fiction,18.55,01-23-47,8
418,The Boring Adventure,Bob Brown,Biography,32.85,10-17-07,17
419,The Wonderful Mystery,Michael Garcia,Mystery,35.63,06-27-12,18
420,The Fascinating Story,Sarah Johnson,History,12.15,01-16-13,15
421,The Wonderful Adventure,Sarah Williams,Mystery,27.88,07-31-65,18
422,The Fascinating Tale,Alice Davis,Science Fiction,36.11,12-18-58,16
423,The Wonderful Story,Jane Jones,Biography,12.79,10-27-66,11
424,The Intriguing Tale,Sarah Johnson,Fantasy,29.38,06-28-71,17
425,The Boring Mystery,David Johnson,Fantasy,35.92,01-02-23,11
426,The Fascinating Story,Sarah Johnson,History,23.55,10-16-43,20
427,The Boring Tale,Jane Jones,History,29.55,01-21-81,17
428,The Amazing Tale,John Brown,Biography,39.27,04-11-38,15
429,The Boring Tale,Bob Jones,Science Fiction,25.67,08-11-08,20
430,The Wonderful Story,John Davis,Biography,13.38,08-05-56,13
431,The Amazing Mystery,Sarah Garcia,History,14.2,03-18-35,7
432,The Intriguing Mystery,Jane Smith,Fiction,40.74,07-09-70,7
433,The Amazing Mystery,Michael Miller,Science Fiction,44.44,02-18-74,17
434,The Wonderful Journey,David Jones,Mystery,35.85,12-04-00,9
435,The Wonderful Tale,Emily Jones,History,15.14,07-24-15,19
436,The Intriguing Adventure,David Williams,History,13.34,10-02-03,19
437,The Intriguing Tale,Sarah Brown,History,8.96,03-06-33,17
438,The Fascinating Adventure,Bob Miller,Biography,45.64,06-06-76,11
439,The Fascinating Adventure,John Miller,Mystery,42.17,04-22-12,8
440,The Wonderful Journey,Emily Williams,Biography,36.22,08-02-89,16
441,The Mysterious Adventure,Alice Johnson,Fiction,24.24,03-11-19,11
442,The Mysterious Tale,Bob Davis,Fantasy,19.03,02-05-16,15
443,The Amazing Mystery,Sarah Jones,Fantasy,14.99,07-31-25,14
444,The Boring Adventure,Emily Johnson,Biography,8.64,12-29-93,14
445,The Boring Tale,Alice Smith,Biography,33.98,08-14-88,15
446,The Intriguing Adventure,Bob Davis,Fiction,19.71,05-13-22,5
447,The Amazing Adventure,Alice Smith,Mystery,20.25,05-26-11,17
448,The Boring Journey,Alice Davis,Fantasy,40.47,11-26-32,4
449,The Amazing Story,David Garcia,Fiction,43.66,08-17-14,13
450,The Mysterious Journey,Bob Smith,Non-Fiction,16.76,11-10-60,5
451,The Boring Saga,Alice Davis,Mystery,20.87,02-10-61,13
452,The Fascinating Tale,Michael Jones,Fiction,23.59,11-18-08,2
453,The Intriguing Adventure,David Williams,Biography,24.72,06-05-19,18
454,The Mysterious Tale,Michael Garcia,History,11.7,01-02-31,5
455,The Intriguing Story,Michael Johnson,Fantasy,31.22,02-29-48,12
456,The Boring Story,David Smith,Mystery,45.28,11-20-10,6
457,The Amazing Tale,Bob Brown,History,29.19,12-26-33,7
458,The Fascinating Adventure,Alice Brown,Mystery,35.81,05-01-11,17
459,The Boring Adventure,Emily Garcia,Fantasy,32.59,02-11-67,18
460,The Amazing Saga,Michael Smith,Fiction,25.41,02-28-73,2
461,The Intriguing Saga,John Garcia,Fiction,18.67,12-28-50,13
462,The Mysterious Adventure,Sarah Davis,Fantasy,24.07,05-30-46,17
463,The Fascinating Story,Jane Smith,Fantasy,36.67,10-16-96,13
464,The Fascinating Mystery,John Williams,History,35.05,11-18-42,20
465,The Fascinating Tale,John Garcia,Non-Fiction,6.59,04-19-16,8
466,The Wonderful Saga,Alice Smith,Fiction,8.93,12-18-06,10
467,The Mysterious Saga,John Williams,Fantasy,32.32,09-24-53,11
468,The Boring Journey,Sarah Smith,Fiction,20.66,01-24-79,12
469,The Intriguing Journey,Michael Brown,Biography,35.87,05-08-46,2
470,The Intriguing Story,Michael Williams,History,49.32,02-02-19,4
471,The Wonderful Journey,David Jones,Fiction,33.45,06-11-16,3
472,The Mysterious Journey,Sarah Jones,History,16.52,01-30-24,13
473,The Wonderful Tale,John Smith,Fantasy,30.57,02-17-22,16
474,The Mysterious Story,David Davis,Science Fiction,21.6,10-22-31,9
475,The Fascinating Adventure,Michael Williams,Fantasy,26.67,03-29-10,20
476,The Amazing Saga,Michael Smith,Biography,46.35,03-02-87,4
477,The Wonderful Story,Jane Brown,History,27.73,12-13-05,9
478,The Amazing Saga,Michael Miller,History,9.75,08-08-30,14
479,The Intriguing Adventure,David Davis,Biography,33.74,01-08-14,14
480,The Mysterious Saga,Emily Williams,History,7.27,01-06-26,9
481,The Intriguing Mystery,Michael Davis,Mystery,27.79,12-02-66,1
482,The Fascinating Tale,Emily Brown,Biography,35.76,06-17-49,8
483,The Wonderful Tale,Sarah Williams,Biography,45.35,07-28-17,16
484,The Intriguing Mystery,John Garcia,Science Fiction,10.81,08-03-96,18
485,The Intriguing Tale,Jane Smith,Fiction,43.2,05-09-58,2
486,The Mysterious Adventure,John Smith,Mystery,8.11,03-26-47,4
487,The Boring Saga,Jane Miller,Mystery,31.73,12-06-81,19
488,The Boring Tale,Michael Smith,Non-Fiction,9.87,09-05-03,1
489,The Boring Saga,Michael Johnson,Fantasy,13.33,03-10-07,2
490,The Boring Saga,John Garcia,Mystery,12.1,06-13-28,17
491,The Intriguing Journey,David Jones,Science Fiction,18.7,05-08-39,9
492,The Wonderful Saga,Jane Williams,Non-Fiction,7.93,10-27-03,13
493,The Amazing Saga,David Smith,History,14.59,07-11-01,1
494,The Wonderful Mystery,David Garcia,Biography,10.86,05-02-94,17
495,The Boring Story,Bob Jones,History,31.34,08-28-14,17
496,The Boring Adventure,Michael Brown,Science Fiction,32.85,12-22-14,19
497,The Boring Story,Alice Johnson,Fiction,9.28,08-23-54,19
498,The Wonderful Story,Jane Johnson,Mystery,49.26,12-15-57,8
499,The Fascinating Journey,Emily Johnson,Mystery,49.21,05-04-40,14
500,The Intriguing Mystery,David Davis,Biography,45.02,01-06-66,19
501,The Mysterious Tale,Emily Garcia,History,7.23,03-14-99,11
502,The Boring Mystery,David Johnson,Biography,8.22,11-17-62,20
503,The Boring Journey,Emily Brown,Fantasy,25.35,06-17-36,2
504,The Amazing Saga,Bob Jones,Biography,41.44,01-21-42,16
505,The Wonderful Story,Bob Jones,Fiction,39.25,03-13-59,13
506,The Boring Mystery,David Miller,Fiction,12.24,06-15-87,20
507,The Wonderful Journey,Michael Brown,Non-Fiction,34.19,06-17-80,4
508,The Wonderful Story,Michael Davis,Fantasy,5.17,07-07-04,14
509,The Amazing Saga,Jane Miller,Biography,25.93,11-14-67,11
510,The Mysterious Journey,Jane Jones,Fiction,38.16,12-01-23,20
511,The Boring Saga,Sarah Davis,Fiction,46.43,04-23-96,14
512,The Boring Adventure,Michael Brown,Mystery,22.94,04-14-04,4
513,The Wonderful Tale,Bob Johnson,Fiction,10.37,11-11-71,12
514,The Boring Adventure,John Garcia,History,16.52,02-17-53,13
515,The Wonderful Saga,Jane Davis,Fantasy,42.82,08-07-41,9
516,The Fascinating Saga,Michael Johnson,Biography,23.57,07-11-58,5
517,The Amazing Saga,John Jones,Biography,23.6,02-02-49,20
518,The Intriguing Tale,David Jones,Biography,39.37,02-16-07,14
519,The Intriguing Story,David Garcia,Non-Fiction,33.55,07-27-12,11
520,The Amazing Tale,Emily Davis,History,31.58,05-23-84,3
521,The Amazing Adventure,David Jones,Science Fiction,36.21,01-25-63,18
522,The Fascinating Journey,John Smith,History,16.83,06-05-76,7
523,The Mysterious Saga,Sarah Smith,Fantasy,48.02,07-16-97,12
524,The Wonderful Adventure,Jane Smith,Fantasy,39.38,08-23-21,10
525,The Mysterious Mystery,Jane Brown,History,34.67,02-20-96,14
526,The Wonderful Mystery,Jane Smith,Fantasy,45.9,06-12-03,5
527,The Amazing Adventure,Bob Brown,History,32.38,07-09-08,15
528,The Boring Journey,Alice Smith,Non-Fiction,47.12,12-25-00,20
529,The Mysterious Adventure,David Garcia,History,31.8,09-16-59,12
530,The Fascinating Journey,Sarah Miller,Fantasy,23.87,12-05-78,14
531,The Mysterious Tale,Michael Jones,History,28.96,06-06-47,4
532,The Wonderful Mystery,Emily Brown,Mystery,38.69,03-01-06,6
533,The Fascinating Tale,Sarah Miller,Mystery,21.43,09-10-01,11
534,The Boring Saga,Bob Davis,Non-Fiction,47.85,01-01-74,12
535,The Intriguing Story,Sarah Williams,Non-Fiction,49.56,10-30-30,16
536,The Wonderful Journey,Jane Johnson,Fantasy,14.25,10-03-45,1
537,The Wonderful Adventure,Jane Jones,Fiction,38.21,05-06-82,5
538,The Boring Tale,John Miller,Mystery,21.57,11-10-33,13
539,The Amazing Mystery,John Jones,History,43.59,08-05-02,20
540,The Intriguing Mystery,Alice Miller,Non-Fiction,30.74,12-18-99,13
541,The Amazing Story,Alice Jones,Non-Fiction,36.29,12-04-53,16
542,The Mysterious Adventure,Bob Williams,Fantasy,27.61,01-30-17,2
543,The Mysterious Journey,Alice Brown,Science Fiction,11.41,02-24-69,20
544,The Amazing Saga,David Jones,Biography,30.26,10-13-27,11
545,The Boring Journey,David Davis,Biography,35.43,11-21-76,20
546,The Intriguing Saga,Bob Brown,Biography,12.93,10-15-23,10
547,The Amazing Mystery,John Smith,Biography,8.85,04-07-46,8
548,The Boring Adventure,Sarah Smith,Fiction,48.22,10-28-68,8
549,The Amazing Saga,John Johnson,Fantasy,19.32,04-05-49,1
550,The Intriguing Tale,David Garcia,Fiction,26.09,02-02-27,7
551,The Amazing Story,John Jones,Fiction,45.31,09-24-37,14
552,The Fascinating Mystery,Emily Miller,Fantasy,15.54,05-30-93,16
553,The Wonderful Journey,John Williams,Fiction,49.09,07-16-47,2
554,The Intriguing Journey,Bob Williams,Non-Fiction,10.67,04-12-88,4
555,The Amazing Journey,Bob Miller,Biography,16.01,10-26-19,11
556,The Mysterious Journey,John Miller,Science Fiction,8.61,07-25-69,7
557,The Fascinating Story,Michael Jones,History,7.39,02-02-37,15
558,The Boring Story,Emily Garcia,Mystery,41.85,04-16-23,1
559,The Boring Saga,Emily Smith,History,37.07,06-27-20,14
560,The Intriguing Tale,Jane Jones,Biography,40.01,08-07-40,1
561,The Wonderful Journey,Michael Garcia,History,28.05,07-26-46,15
562,The Fascinating Story,John Miller,History,48.78,06-22-08,18
563,The Boring Mystery,John Jones,Fiction,42.76,11-21-02,16
564,The Fascinating Saga,Sarah Davis,Fiction,8.38,01-20-10,3
565,The Amazing Tale,David Smith,Non-Fiction,30.85,05-02-08,2
566,The Boring Journey,Bob Smith,Fiction,32.67,02-16-36,7
567,The Mysterious Journey,Emily Smith,Fiction,49.87,10-07-28,14
568,The Fascinating Adventure,Bob Smith,Fantasy,22.29,02-26-49,15
569,The Wonderful Journey,Jane Johnson,Non-Fiction,46.41,07-17-93,4
570,The Fascinating Adventure,Michael Davis,Science Fiction,6.3,05-29-10,11
571,The Fascinating Mystery,Bob Johnson,Biography,42.99,05-08-37,13
572,The Boring Tale,Emily Miller,Science Fiction,17.89,10-16-00,19
573,The Amazing Journey,Bob Williams,Science Fiction,45.01,09-14-61,3
574,The Fascinating Journey,David Smith,Fiction,48.76,11-05-34,11
575,The Boring Adventure,Michael Brown,Fiction,25.38,06-22-13,18
576,The Mysterious Tale,Alice Miller,Non-Fiction,5.53,11-27-14,15
577,The Amazing Mystery,David Davis,Fantasy,16.51,10-10-26,13
578,The Intriguing Saga,Michael Williams,Biography,7.89,11-01-24,13
579,The Fascinating Mystery,Sarah Miller,History,22.45,09-03-15,7
580,The Intriguing Adventure,Michael Brown,Mystery,48.61,11-07-74,17
581,The Wonderful Mystery,Bob Williams,Science Fiction,24.26,11-05-83,15
582,The Mysterious Story,Sarah Johnson,Fiction,26.06,03-28-13,2
583,The Boring Saga,Emily Johnson,Biography,46.28,09-21-40,17
584,The Wonderful Adventure,Alice Garcia,Fantasy,16.96,11-13-90,9
585,The Wonderful Story,Michael Williams,Non-Fiction,48.19,06-08-15,13
586,The Mysterious Journey,Sarah Williams,Science Fiction,32.5,02-09-05,4
587,The Mysterious Story,Michael Garcia,Non-Fiction,33.38,03-28-93,3
588,The Boring Mystery,Michael Garcia,Fiction,25.95,12-24-64,20
589,The Intriguing Saga,Sarah Smith,Science Fiction,17.24,10-27-39,20
590,The Mysterious Journey,Jane Jones,Fantasy,31.76,01-01-64,17
591,The Amazing Journey,Bob Garcia,History,8.2,08-28-05,7
592,The Boring Journey,Emily Johnson,Biography,27.46,11-05-70,13
593,The Wonderful Tale,Emily Garcia,Non-Fiction,45.61,07-19-49,8
594,The Boring Saga,Sarah Williams,Non-Fiction,12.48,12-09-90,11
595,The Boring Mystery,John Miller,History,31.14,02-07-32,4
596,The Amazing Journey,Michael Williams,Mystery,48.36,09-02-29,10
597,The Mysterious Adventure,Alice Miller,Non-Fiction,19.57,12-24-32,12
598,The Mysterious Adventure,Bob Brown,Mystery,42.72,06-13-40,20
599,The Fascinating Story,Alice Garcia,Science Fiction,35.72,04-03-41,15
600,The Amazing Journey,Sarah Brown,Fiction,23.35,07-28-30,9
